Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_20_918.jpg;-3.467159;0;0;0;100.1282;84.19102;0.0002794361;225.4453;-1.105362E-06
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_20_966.jpg;-1.425118;0;0;0;100.1282;84.19102;0.0002829062;225.1888;-1.169218E-05
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_031.jpg;2.673841;0;0;0;100.1282;84.19102;0.0002836873;225.593;-2.402875E-05
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_095.jpg;5.31817;0;0;0;100.1282;84.19102;0.0002829194;226.5503;-3.79738E-05
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_165.jpg;9.318609;0;0;0;100.1282;84.19102;0.0002791693;228.7139;-5.688412E-05
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_220.jpg;13.74115;0.221127;0;0;100.1282;84.19103;-0.0001471872;228.7107;-0.0005767551
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_261.jpg;15;0.3139379;0;0;100.1276;84.19024;0.02084316;228.6626;0.001748382
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_331.jpg;15;0.5343869;0;0.03894387;100.1253;84.1869;0.104729;228.7249;0.01175127
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_405.jpg;15;0.7016065;0;0.06457026;100.1199;84.17876;0.2969699;228.9906;0.03785102
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_463.jpg;10.69895;0.9166589;0;0.08471608;100.1164;84.17401;0.4010183;229.2453;0.03895245
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_532.jpg;7.104421;1;0;0.1385899;100.1054;84.1599;0.6903548;229.4139;0.01286652
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_592.jpg;0.09974599;1;0;0.2063338;100.0944;84.14672;0.9299914;229.5537;359.9836
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_647.jpg;-6.421412;1;0;0.2616108;100.0804;84.13111;1.191709;229.3734;359.9737
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_728.jpg;-9.00468;1;0;0.287418;100.0609;84.11108;1.306025;228.8999;9.535392E-05
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_787.jpg;-12.38657;1;0;0.3772621;100.0449;84.09601;1.192583;228.5996;0.001406603
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_848.jpg;-15;1;0;0.4555135;100.0255;84.07845;1.123102;228.0356;0.002820209
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_897.jpg;-15;1;0;0.4666027;100.0113;84.066;1.093602;227.6106;0.0007159395
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_947.jpg;-15;1;0;0.4985915;99.98792;84.04544;1.091262;227.0881;-0.005516378
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_21_989.jpg;-15;1;0;0.5295917;99.97024;84.03023;1.127134;226.6669;359.9878
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_060.jpg;-15;1;0;0.5870405;99.9416;84.006;1.196874;225.9506;359.9849
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_113.jpg;-15;1;0;0.6394898;99.91108;83.98064;1.233573;225.3289;0.002726544
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_199.jpg;-15;1;0;0.7013669;99.86691;83.94568;1.222953;224.2265;0.004607158
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_261.jpg;-15;1;0;0.7485539;99.83102;83.91811;1.190886;223.2804;0.00644693
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_332.jpg;-15;1;0;0.795819;99.77824;83.87891;1.196264;221.9411;0.005405485
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_380.jpg;-15;1;0;0.8586497;99.75;83.85857;1.200753;221.221;0.005698402
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_427.jpg;-15;1;0;0.8754729;99.70496;83.82713;1.209167;220.1901;0.004916269
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_495.jpg;-15;1;0;0.9367976;99.6574;83.79513;1.200707;219.1274;0.005714014
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_560.jpg;-12.07959;1;0;0.9846574;99.60725;83.7617;1.206111;218.1648;0.004837059
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_629.jpg;-9.163321;1;0;1.036364;99.5362;83.71417;1.22934;217.2401;0.003418069
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_692.jpg;-5.710877;1;0;1.101522;99.48052;83.67654;1.231426;216.7513;0.002390585
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_746.jpg;-2.675668;1;0;1.152398;99.42293;83.6365;1.230138;216.4663;0.001280102
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_794.jpg;-1.625465;1;0;1.187632;99.38358;83.60858;1.226143;216.3357;0.0006822146
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_854.jpg;0;1;0;1.231251;99.32289;83.56468;1.231769;216.2589;-0.0004585824
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_911.jpg;0;1;0;1.291541;99.26017;83.51907;1.232995;216.2448;-0.000893681
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_22_961.jpg;0;1;0;1.307002;99.21696;83.48766;1.237509;216.223;-0.0007730589
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_026.jpg;2.974563;1;0;1.356575;99.1287;83.42138;1.239044;216.5078;-0.002616148
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_089.jpg;0;1;0;1.421255;99.05948;83.36985;1.248252;216.5738;-0.001589837
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_162.jpg;0;1;0;1.464854;98.98791;83.31706;1.249362;216.5696;-0.0009723591
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_218.jpg;0;1;0;1.512854;98.91396;83.26263;1.254952;216.5566;-0.0009328113
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_291.jpg;0;1;0;1.574063;98.81187;83.18755;1.25952;216.5418;-0.0009431675
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_360.jpg;0;1;0;1.620387;98.73271;83.12937;1.261704;216.5317;-0.0009595006
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_411.jpg;2.626562;1;0;1.681467;98.652;83.06867;1.263646;216.7272;-0.002262677
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_458.jpg;1.262097;1;0;1.69674;98.59698;83.02711;1.269797;216.8431;-0.002285847
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_519.jpg;-1.515695;1;0;1.758676;98.51236;82.96401;1.270921;216.8564;-0.001316363
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_595.jpg;-3.979443;1;0;1.803183;98.39468;82.87923;1.275682;216.4486;0.0005215181
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_658.jpg;-7.300941;1;0;1.847423;98.30258;82.816;1.272055;215.7717;0.00185907
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_725.jpg;-10.25816;1;0;1.905342;98.17375;82.73347;1.266742;214.3853;359.9632
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_790.jpg;-13.45455;1;0;1.94672;98.07291;82.67414;1.226656;212.9602;359.9077
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_861.jpg;-15;1;0;1.987022;97.96847;82.61791;1.1392;211.2403;359.8301
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_923.jpg;-15;1;0;2.043107;97.86065;82.56413;1.016901;209.4435;359.7429
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_23_988.jpg;-15;1;0;2.085773;97.71104;82.49638;0.8367012;207.0191;359.5889
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_044.jpg;-15;1;0;2.126697;97.59473;82.44854;0.6898218;205.1795;359.459
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_097.jpg;-15;1;0;2.154203;97.51528;82.41822;0.5850071;203.9429;359.3677
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_144.jpg;-11.84514;1;0;2.196556;97.39341;82.37358;0.4321693;202.3084;359.2546
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_194.jpg;-10.49631;1;0;2.22628;97.31008;82.34447;0.3474702;201.3594;359.1829
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_264.jpg;-7.468797;1;0;2.269874;97.18226;82.30067;0.2505039;200.2268;359.1069
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_325.jpg;-4.02072;1;0;2.327716;97.00679;82.24121;0.1784483;199.249;359.0801
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_392.jpg;-0.8707666;1;0;2.370465;96.87137;82.19509;0.1816867;198.911;359.1155
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_458.jpg;0;1;0;2.412991;96.73257;82.14734;0.2504098;198.8367;359.1838
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_529.jpg;0;1;0;2.454554;96.54246;82.0819;0.4242153;198.8353;359.3089
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_577.jpg;0;1;0;2.509527;96.44559;82.04842;0.5292401;198.8474;359.3933
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_660.jpg;0;1;0;2.552116;96.24807;81.98021;0.7735311;198.8695;359.5856
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_727.jpg;0;1;0;2.593171;96.04591;81.91022;1.045941;198.8978;359.8045
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_779.jpg;0;1;0;2.649294;95.94313;81.87459;1.190743;198.9154;359.9172
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_828.jpg;0;1;0;2.662534;95.78685;81.82177;1.390335;198.9052;0.006184903
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_889.jpg;0;1;0;2.717876;95.63095;81.77026;1.393215;198.8908;-0.002402589
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_944.jpg;0;1;0;2.767761;95.47353;81.71751;1.334544;198.8879;-0.0006069309
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_24_996.jpg;0;1;0;2.796791;95.36695;81.68168;1.31699;198.8766;-0.0006748728
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_064.jpg;0;1;0;2.837756;95.2047;81.62704;1.318577;198.8577;-0.0007767127
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_122.jpg;0;1;0;2.892291;95.03967;81.57146;1.348282;198.8388;-0.0008595611
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_190.jpg;0;1;0;2.932959;94.81618;81.49626;1.376065;198.8156;-0.001454503
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_259.jpg;0;1;0;2.974795;94.64626;81.43916;1.365637;198.7976;-0.001432452
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_331.jpg;0;1;0;3.017441;94.41563;81.36175;1.373234;198.7757;-0.001451352
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_392.jpg;0;1;0;3.071401;94.24;81.30286;1.374895;198.7612;-0.001478094
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_455.jpg;0;1;0;3.11251;94.06201;81.24323;1.376338;198.7491;-0.001036033
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_516.jpg;0;1;0;3.166788;93.88168;81.1829;1.379049;198.7332;-0.001488505
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_560.jpg;0;1;0;3.180397;93.76012;81.14223;1.382183;198.7249;-0.001043722
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_620.jpg;-4.333506;1;0;3.234097;93.57558;81.08206;1.37974;198.4518;-0.0005277851
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_686.jpg;-1.908013;1;0;3.274754;93.32527;81.0021;1.387443;197.9646;-0.0002207652
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_758.jpg;-4.033667;1;0;3.313628;93.13457;80.94282;1.384701;197.5099;-0.0004785731
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_817.jpg;-7.86443;1;0;3.366522;92.94096;80.88594;1.368068;196.7147;-0.004632562
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_860.jpg;-8.857759;1;0;3.378967;92.81008;80.85042;1.347417;195.9488;359.9596
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_926.jpg;-11.64384;1;0;3.415207;92.54513;80.78645;1.22289;193.8477;359.8278
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_25_990.jpg;-8.352281;1;0;3.465388;92.34382;80.74303;1.06387;192.3096;359.7206
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_044.jpg;-5.717751;1;0;3.505838;92.13955;80.70253;0.9017663;191.1516;359.5934
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_092.jpg;-4.20756;1;0;3.531922;92.00174;80.67656;0.8004153;190.5839;359.5089
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_145.jpg;-0.7763493;1;0;3.570571;91.79297;80.63743;0.6529;190.1114;359.4295
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_196.jpg;0;1;0;3.597084;91.65197;80.6114;0.5796203;189.9953;359.3881
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_255.jpg;0;1;0;3.635465;91.43774;80.57239;0.5149123;189.9451;359.3399
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_325.jpg;0;1;0;3.672549;91.14751;80.5198;0.4918121;189.9524;359.3281
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_392.jpg;0;1;0;3.723329;90.92641;80.47991;0.5218389;189.9696;359.3525
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_462.jpg;0;1;0;3.760849;90.70246;80.43954;0.5869715;189.99;359.4039
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_510.jpg;0;1;0;3.798287;90.4758;80.39866;0.682053;190.0125;359.4789
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_561.jpg;0;1;0;3.823276;90.32317;80.37114;0.7624735;190.0273;359.5373
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_612.jpg;0;1;0;3.872797;90.09209;80.32935;0.9018725;190.0557;359.638
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_661.jpg;0;1;0;3.884675;89.93666;80.30116;1.003558;190.0747;359.7136
/home/drr/Dokumente/Udacity/RSE/project1/RoboND-Rover-Project/training_mode/IMG/robocam_2018_11_17_10_34_26_720.jpg;-1.168338;1;0;3.934188;89.70158;80.2585;1.163065;190.0883;359.8346
